"Tue May 24 18:47:45 2011","players/mizan/opl/beasties/fungus/potato#11417","1","Mizan","players/mizan/workroom"
"Tue May 24 18:47:57 2011","players/mizan/opl/beasties/fungus/potato#11424","0","Mizan","players/mizan/workroom"
"Tue May 24 18:48:31 2011","players/mizan/opl/beasties/fungus/potato#11434","1","Mizan","players/mizan/workroom"
"Tue May 24 18:48:45 2011","players/mizan/opl/beasties/fungus/potato#11442","1","Mizan","players/mizan/workroom"
"Tue May 24 18:49:19 2011","players/mizan/opl/beasties/fungus/potato#11454","1","Mizan","players/mizan/workroom"
"Tue May 24 18:49:41 2011","players/mizan/opl/beasties/fungus/potato#11467","1","Mizan","players/mizan/workroom"
"Tue May 24 18:50:03 2011","players/mizan/opl/beasties/fungus/potato#11486","5","Mizan","players/mizan/workroom"
"Tue May 24 18:50:27 2011","players/mizan/opl/beasties/fungus/potato#11499","3","Mizan","players/mizan/workroom"
"Tue May 24 18:51:07 2011","players/mizan/opl/beasties/fungus/big_bunny#11563","2","Mizan","players/mizan/workroom"
"Tue May 24 18:51:45 2011","players/mizan/opl/beasties/fungus/wussy_male_vampire#11572","1","Mizan","players/mizan/workroom"
"Tue May 24 18:52:01 2011","players/mizan/opl/beasties/fungus/wookie#11580","1","Mizan","players/mizan/workroom"
"Tue May 24 18:52:49 2011","players/mizan/opl/beasties/fungus/wookie#11586","1","Mizan","players/mizan/workroom"
"Tue May 24 18:53:05 2011","players/mizan/opl/beasties/fungus/potato#11593","4","Mizan","players/mizan/workroom"
"Tue May 24 18:54:05 2011","players/mizan/opl/beasties/fungus/wookie#11604","2","Mizan","players/mizan/workroom"
"Tue May 24 18:54:51 2011","players/mizan/opl/beasties/fungus/wussy_male_vampire#11615","1","Mizan","players/mizan/workroom"
"Tue May 24 18:55:17 2011","players/mizan/opl/beasties/fungus/wussy_male_vampire#11623","3","Mizan","players/mizan/workroom"
"Tue May 24 18:57:31 2011","players/mizan/opl/beasties/medium/beano-agent#11636","8","Mizan","players/mizan/workroom"
"Tue May 24 18:57:57 2011","players/mizan/opl/beasties/medium/beano-agent#11646","4","Mizan","players/mizan/workroom"
"Tue May 24 18:58:33 2011","players/mizan/opl/beasties/medium/beano-agent#11655","4","Mizan","players/mizan/workroom"
"Tue May 24 18:59:13 2011","players/mizan/opl/beasties/medium/beano-agent#11666","4","Mizan","players/mizan/workroom"
"Tue May 24 18:59:45 2011","players/mizan/opl/beasties/medium/goblin#11681","1","Mizan","players/mizan/workroom"
"Tue May 24 19:00:09 2011","players/mizan/opl/beasties/medium/guard_turkey#11719","1","Mizan","players/mizan/workroom"
"Tue May 24 19:04:23 2011","players/mizan/opl/beasties/fungus/wookie#11753","2","Mizan","players/mizan/workroom"
"Tue May 24 19:04:57 2011","players/mizan/opl/beasties/fungus/wookie#11769","2","Mizan","players/mizan/workroom"
"Tue May 24 19:05:07 2011","players/mizan/opl/beasties/fungus/wookie#11776","1","Mizan","players/mizan/workroom"
"Tue May 24 19:05:41 2011","players/mizan/opl/beasties/fungus/potato#11800","1","Mizan","players/mizan/workroom"
"Tue May 24 19:07:03 2011","players/mizan/opl/beasties/medium/guard_turkey#11818","2","Mizan","players/mizan/workroom"
"Tue May 24 19:07:47 2011","players/mizan/opl/beasties/medium/guard_turkey#11836","2","Mizan","players/mizan/workroom"
"Tue May 24 19:08:13 2011","players/mizan/opl/beasties/medium/guard_turkey#11854","3","Mizan","players/mizan/workroom"
"Tue May 24 19:28:51 2011","players/mizan/opl/beasties/easy/gundroid#12056","4","Mizan","players/mizan/workroom"
"Tue May 24 19:29:13 2011","players/mizan/opl/beasties/easy/cobold#12061","5","Mizan","players/mizan/workroom"
"Tue May 24 19:30:03 2011","players/mizan/opl/beasties/medium/gundroid_hard#12104","2","Mizan","players/mizan/workroom"
"Tue May 24 19:30:21 2011","players/mizan/opl/beasties/medium/gundroid_hard#12132","1","Mizan","players/mizan/workroom"
"Tue May 24 19:31:31 2011","players/mizan/opl/beasties/medium/gundroid_hard#12172","1","Mizan","players/mizan/workroom"
"Tue May 24 19:38:13 2011","players/mizan/opl/beasties/medium/guard_turkey#12252","2","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:38:57 2011","players/mizan/opl/beasties/medium/guard_turkey#12268","1","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:39:51 2011","players/mizan/opl/beasties/medium/guard_turkey#12284","2","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:40:23 2011","players/mizan/opl/beasties/medium/guard_turkey#12330","1","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:40:41 2011","players/mizan/opl/beasties/medium/hydra#12340","1","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:41:51 2011","players/mizan/opl/beasties/medium/hydra#12352","1","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:42:07 2011","players/mizan/opl/beasties/medium/hydra#12359","2","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:42:59 2011","players/mizan/opl/beasties/medium/hydra-blocker#12369","1","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:43:33 2011","players/mizan/opl/beasties/medium/hydra-blocker#12376","2","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:44:53 2011","players/mizan/opl/beasties/medium/karate_normal_man#12386","1","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:45:37 2011","players/mizan/opl/beasties/medium/karate_normal_man#12392","1","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:45:47 2011","players/mizan/opl/beasties/medium/karate_normal_man#12402","2","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:45:55 2011","players/mizan/opl/beasties/medium/karate_normal_man#12409","1","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:46:19 2011","players/mizan/opl/beasties/medium/karate_normal_man#12417","1","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:46:27 2011","players/mizan/opl/beasties/medium/karate_normal_man#12423","1","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:47:37 2011","players/mizan/opl/beasties/medium/knobgoblin-bully#12434","2","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:48:03 2011","players/mizan/opl/beasties/medium/lectroid#12443","1","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:48:43 2011","players/mizan/opl/beasties/medium/lectroid#12455","1","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:49:51 2011","players/mizan/opl/beasties/medium/soldier#12472","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:50:03 2011","players/mizan/opl/beasties/medium/sheep#12481","1","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:52:25 2011","players/mizan/opl/beasties/medium/goblin#12502","3","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:52:49 2011","players/mizan/opl/beasties/medium/goblin#12512","1","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:53:37 2011","players/mizan/opl/beasties/medium/goblin#12529","1","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:53:47 2011","players/mizan/opl/beasties/medium/goblin#12536","2","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:53:57 2011","players/mizan/opl/beasties/medium/goblin#12549","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:54:09 2011","players/mizan/opl/beasties/medium/goblin#12556","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:54:39 2011","players/mizan/opl/beasties/medium/goblin#12579","1","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:55:01 2011","players/mizan/opl/beasties/medium/goblin#12589","1","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:55:05 2011","players/mizan/opl/beasties/medium/goblin#12597","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:55:15 2011","players/mizan/opl/beasties/medium/goblin#12607","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:55:19 2011","players/mizan/opl/beasties/medium/goblin#12614","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:55:31 2011","players/mizan/opl/beasties/medium/goblin#12621","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:55:43 2011","players/mizan/opl/beasties/medium/goblin#12631","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:55:45 2011","players/mizan/opl/beasties/medium/goblin#12639","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:55:51 2011","players/mizan/opl/beasties/medium/goblin#12647","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:55:55 2011","players/mizan/opl/beasties/medium/goblin#12655","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:56:21 2011","players/mizan/opl/beasties/medium/goblin#12663","2","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:56:53 2011","players/mizan/opl/beasties/medium/goblin#12675","1","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:56:59 2011","players/mizan/opl/beasties/medium/goblin#12693","1","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:57:27 2011","players/mizan/opl/beasties/medium/goblin#12703","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:57:31 2011","players/mizan/opl/beasties/medium/goblin#12711","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:57:37 2011","players/mizan/opl/beasties/medium/goblin#12719","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:58:15 2011","players/mizan/opl/beasties/medium/guard_turkey#12732","1","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:58:19 2011","players/mizan/opl/beasties/medium/guard_turkey#12748","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:58:55 2011","players/mizan/opl/beasties/medium/guard_turkey#12768","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:59:01 2011","players/mizan/opl/beasties/medium/guard_turkey#12784","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:59:11 2011","players/mizan/opl/beasties/medium/guard_turkey#12800","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:59:17 2011","players/mizan/opl/beasties/medium/guard_turkey#12818","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 19:59:57 2011","players/mizan/opl/beasties/medium/beano-agent#12830","4","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 20:00:39 2011","players/mizan/opl/beasties/medium/gundroid_hard#12872","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 20:00:49 2011","players/mizan/opl/beasties/medium/gundroid_hard#12911","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 20:01:49 2011","players/mizan/opl/beasties/medium/hydra-blocker#12933","1","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 20:01:55 2011","players/mizan/opl/beasties/medium/hydra-blocker#12942","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 20:02:21 2011","players/mizan/opl/beasties/medium/hydra-blocker#12949","1","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 20:02:39 2011","players/mizan/opl/beasties/medium/hydra-blocker#12956","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 20:02:59 2011","players/mizan/opl/beasties/medium/hydra-blocker#12965","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 20:03:05 2011","players/mizan/opl/beasties/medium/hydra-blocker#12972","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 20:03:21 2011","players/mizan/opl/beasties/medium/hydra-blocker#12979","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 20:03:55 2011","players/mizan/opl/beasties/medium/hydra#12998","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 20:03:59 2011","players/mizan/opl/beasties/medium/hydra#13005","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 20:04:19 2011","players/mizan/opl/beasties/easy/cobold#12914","1","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 20:04:21 2011","players/mizan/opl/beasties/easy/cobold#12917","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 20:04:23 2011","players/mizan/opl/beasties/easy/cobold#12875","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 20:04:25 2011","players/mizan/opl/beasties/easy/cobold#12879","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 20:05:15 2011","players/mizan/opl/beasties/medium/knobgoblin-bully#13036","0","Mizan","players/mizan/opl/ROOMS/secretshop"
"Tue May 24 20:08:19 2011","players/mizan/opl/beasties/medium/knobgoblin-bully#13111","3","Mizan","players/mizan/workroom"
"Tue May 24 20:09:09 2011","players/mizan/opl/beasties/medium/sheep#13121","1","Mizan","players/mizan/workroom"
"Tue May 24 20:10:17 2011","players/mizan/opl/beasties/medium/lectroid#13133","0","Mizan","players/mizan/workroom"
"Tue May 24 20:12:41 2011","players/mizan/opl/beasties/fungus/wookie#13163","0","Mizan","players/mizan/workroom"
"Tue May 24 20:12:45 2011","players/mizan/opl/beasties/fungus/wookie#13169","0","Mizan","players/mizan/workroom"
"Tue May 24 20:13:33 2011","players/mizan/opl/beasties/hard/domokun#13178","1","Mizan","players/mizan/workroom"
"Tue May 24 20:14:31 2011","players/mizan/opl/beasties/hard/fusion_octotron#13197","0","Mizan","players/mizan/workroom"
"Tue May 24 20:15:11 2011","players/mizan/opl/beasties/hard/fusion_octotron#13223","1","Mizan","players/mizan/workroom"
"Tue May 24 20:16:03 2011","players/mizan/opl/beasties/hard/fusion_octotron#13246","1","Mizan","players/mizan/workroom"
"Tue May 24 20:16:11 2011","players/mizan/opl/beasties/hard/fusion_octotron#13271","1","Mizan","players/mizan/workroom"
"Tue May 24 20:17:03 2011","players/mizan/opl/beasties/hard/fusion_octotron#13297","0","Mizan","players/mizan/workroom"
"Tue May 24 20:17:07 2011","players/mizan/opl/beasties/hard/fusion_octotron#13321","0","Mizan","players/mizan/workroom"
"Tue May 24 20:17:31 2011","players/mizan/opl/beasties/hard/domokun#13344","0","Mizan","players/mizan/workroom"
"Tue May 24 20:18:53 2011","players/mizan/opl/beasties/hard/lectroid_boss#13375","0","Mizan","players/mizan/workroom"
"Tue May 24 20:19:15 2011","players/mizan/opl/beasties/hard/lectroid_boss#13382","0","Mizan","players/mizan/workroom"
"Tue May 24 20:19:33 2011","players/mizan/opl/beasties/hard/lectroid_boss#13389","1","Mizan","players/mizan/workroom"
"Tue May 24 20:19:55 2011","players/mizan/opl/beasties/hard/lectroid_boss#13396","0","Mizan","players/mizan/workroom"
"Tue May 24 20:20:09 2011","players/mizan/opl/beasties/hard/lectroid_boss#13403","0","Mizan","players/mizan/workroom"
"Tue May 24 20:20:43 2011","players/mizan/opl/beasties/hard/lectroid_boss#13412","0","Mizan","players/mizan/workroom"
"Tue May 24 20:21:13 2011","players/mizan/opl/beasties/hard/lectroid_boss#13420","0","Mizan","players/mizan/workroom"
"Tue May 24 20:21:23 2011","players/mizan/opl/beasties/hard/lectroid_boss#13427","0","Mizan","players/mizan/workroom"
"Tue May 24 20:22:45 2011","players/mizan/opl/beasties/hard/lectroid_boss#13439","0","Mizan","players/mizan/workroom"
"Tue May 24 20:23:31 2011","players/mizan/opl/beasties/hard/lectroid_boss#13446","0","Mizan","players/mizan/workroom"
"Tue May 24 20:24:21 2011","players/mizan/opl/beasties/hard/lectroid_boss#13434","0","Mizan","players/mizan/workroom"
"Tue May 24 20:24:25 2011","players/mizan/opl/beasties/hard/lectroid_boss#13455","0","Mizan","players/mizan/workroom"
"Tue May 24 20:24:29 2011","players/mizan/opl/beasties/hard/lectroid_boss#13462","1","Mizan","players/mizan/workroom"
"Tue May 24 20:24:53 2011","players/mizan/opl/beasties/hard/lectroid_boss#13469","1","Mizan","players/mizan/workroom"
"Tue May 24 20:25:11 2011","players/mizan/opl/beasties/hard/lectroid_boss#13476","0","Mizan","players/mizan/workroom"
"Tue May 24 20:25:15 2011","players/mizan/opl/beasties/hard/lectroid_boss#13483","0","Mizan","players/mizan/workroom"
"Tue May 24 20:25:21 2011","players/mizan/opl/beasties/hard/lectroid_boss#13490","1","Mizan","players/mizan/workroom"
"Tue May 24 20:25:53 2011","players/mizan/opl/beasties/hard/fusion_octotron#13508","1","Mizan","players/mizan/workroom"
"Tue May 24 20:26:33 2011","players/mizan/opl/beasties/hard/fusion_octotron#13531","0","Mizan","players/mizan/workroom"
"Tue May 24 20:26:37 2011","players/mizan/opl/beasties/hard/fusion_octotron#13547","0","Mizan","players/mizan/workroom"
"Tue May 24 20:27:07 2011","players/mizan/opl/beasties/hard/fusion_octotron#13571","0","Mizan","players/mizan/workroom"
"Tue May 24 20:27:09 2011","players/mizan/opl/beasties/hard/fusion_octotron#13588","0","Mizan","players/mizan/workroom"
"Tue May 24 20:27:15 2011","players/mizan/opl/beasties/hard/fusion_octotron#13605","0","Mizan","players/mizan/workroom"
"Tue May 24 20:27:29 2011","players/mizan/opl/beasties/hard/fusion_octotron#13629","0","Mizan","players/mizan/workroom"
"Tue May 24 20:27:31 2011","players/mizan/opl/beasties/hard/fusion_octotron#13645","0","Mizan","players/mizan/workroom"
"Tue May 24 20:27:53 2011","players/mizan/opl/beasties/hard/fusion_octotron#13670","0","Mizan","players/mizan/workroom"
"Tue May 24 20:28:37 2011","players/mizan/opl/beasties/hard/fusion_octotron#13727","0","Mizan","players/mizan/workroom"
"Tue May 24 20:28:59 2011","players/mizan/opl/beasties/hard/fusion_octotron#13754","0","Mizan","players/mizan/workroom"
"Tue May 24 20:29:21 2011","players/mizan/opl/beasties/hard/goldhard#13766","0","Mizan","players/mizan/workroom"
"Tue May 24 20:29:25 2011","players/mizan/opl/beasties/hard/goldhard#13773","1","Mizan","players/mizan/workroom"
"Tue May 24 20:29:55 2011","players/mizan/opl/beasties/hard/goldhard#13784","0","Mizan","players/mizan/workroom"
"Tue May 24 20:30:07 2011","players/mizan/opl/beasties/hard/goldhard#13796","0","Mizan","players/mizan/workroom"
"Tue May 24 20:30:55 2011","players/mizan/opl/beasties/hard/goldhard#13811","0","Mizan","players/mizan/workroom"
"Tue May 24 20:30:57 2011","players/mizan/opl/beasties/hard/goldhard#13818","0","Mizan","players/mizan/workroom"
"Tue May 24 20:31:17 2011","players/mizan/opl/beasties/hard/goldhard#13840","0","Mizan","players/mizan/workroom"
"Tue May 24 20:31:21 2011","players/mizan/opl/beasties/hard/goldhard#13855","0","Mizan","players/mizan/workroom"
"Tue May 24 20:31:55 2011","players/mizan/opl/beasties/hard/goldhard#13881","0","Mizan","players/mizan/workroom"
"Tue May 24 20:32:01 2011","players/mizan/opl/beasties/hard/goldhard#13888","0","Mizan","players/mizan/workroom"
"Tue May 24 20:32:19 2011","players/mizan/opl/beasties/hard/goldhard#13896","0","Mizan","players/mizan/workroom"
"Tue May 24 20:33:25 2011","players/mizan/opl/beasties/hard/narci#13967","0","Mizan","players/mizan/workroom"
"Tue May 24 20:33:49 2011","players/mizan/opl/beasties/hard/narci#13977","0","Mizan","players/mizan/workroom"
"Tue May 24 20:33:53 2011","players/mizan/opl/beasties/hard/narci#13989","0","Mizan","players/mizan/workroom"
"Tue May 24 20:34:09 2011","players/mizan/opl/beasties/hard/narci#14003","0","Mizan","players/mizan/workroom"
"Tue May 24 20:34:13 2011","players/mizan/opl/beasties/hard/narci#14014","1","Mizan","players/mizan/workroom"
"Tue May 24 20:35:15 2011","players/mizan/opl/beasties/hard/ogre#14060","0","Mizan","players/mizan/workroom"
"Tue May 24 20:35:19 2011","players/mizan/opl/beasties/hard/ogre#14066","0","Mizan","players/mizan/workroom"
"Tue May 24 20:35:53 2011","players/mizan/opl/beasties/hard/ogre#14072","0","Mizan","players/mizan/workroom"
"Tue May 24 20:35:59 2011","players/mizan/opl/beasties/hard/ogre#14078","1","Mizan","players/mizan/workroom"
"Tue May 24 20:36:37 2011","players/mizan/opl/beasties/hard/ogre#14088","0","Mizan","players/mizan/workroom"
"Tue May 24 20:36:41 2011","players/mizan/opl/beasties/hard/ogre#14094","0","Mizan","players/mizan/workroom"
"Tue May 24 20:37:51 2011","players/mizan/opl/beasties/hard/ogress#14100","0","Mizan","players/mizan/workroom"
"Tue May 24 20:37:55 2011","players/mizan/opl/beasties/hard/ogress#14106","1","Mizan","players/mizan/workroom"
"Tue May 24 20:38:55 2011","players/mizan/opl/beasties/hard/ogress#14115","0","Mizan","players/mizan/workroom"
"Tue May 24 20:39:43 2011","players/mizan/opl/beasties/hard/postal_worker#14121","2","Mizan","players/mizan/workroom"
"Tue May 24 20:40:15 2011","players/mizan/opl/beasties/hard/postal_worker#14128","0","Mizan","players/mizan/workroom"
"Tue May 24 20:40:19 2011","players/mizan/opl/beasties/hard/postal_worker#14135","1","Mizan","players/mizan/workroom"
"Tue May 24 20:41:31 2011","players/mizan/opl/beasties/hard/potentato#14145","0","Mizan","players/mizan/workroom"
"Tue May 24 20:41:33 2011","players/mizan/opl/beasties/hard/potentato#14152","0","Mizan","players/mizan/workroom"
"Tue May 24 20:41:49 2011","players/mizan/opl/beasties/hard/potentato#14159","0","Mizan","players/mizan/workroom"
"Tue May 24 20:41:51 2011","players/mizan/opl/beasties/hard/potentato#14166","0","Mizan","players/mizan/workroom"
"Tue May 24 20:41:57 2011","players/mizan/opl/beasties/hard/potentato#14173","0","Mizan","players/mizan/workroom"
"Tue May 24 20:42:09 2011","players/mizan/opl/beasties/hard/potentato#14180","1","Mizan","players/mizan/workroom"
"Tue May 24 20:43:23 2011","players/mizan/opl/beasties/hard/powerpig#14187","0","Mizan","players/mizan/workroom"
"Tue May 24 20:43:32 2011","players/mizan/opl/beasties/hard/powerpig#14193","0","Mizan","players/mizan/workroom"
"Tue May 24 20:43:40 2011","players/mizan/opl/beasties/hard/powerpig#14199","0","Mizan","players/mizan/workroom"
"Tue May 24 20:43:52 2011","players/mizan/opl/beasties/hard/powerpig#14205","0","Mizan","players/mizan/workroom"
"Tue May 24 20:44:54 2011","players/mizan/opl/beasties/hard/shoop#14211","0","Mizan","players/mizan/workroom"
"Tue May 24 20:44:56 2011","players/mizan/opl/beasties/hard/shoop#14218","0","Mizan","players/mizan/workroom"
"Tue May 24 20:45:44 2011","players/mizan/opl/beasties/hard/soldierboss-blocker#14237","0","Mizan","players/mizan/workroom"
"Tue May 24 20:45:46 2011","players/mizan/opl/beasties/hard/soldierboss-blocker#14247","0","Mizan","players/mizan/workroom"
"Tue May 24 20:47:04 2011","players/mizan/opl/beasties/hard/weasel#14260","0","Mizan","players/mizan/workroom"
"Tue May 24 20:47:06 2011","players/mizan/opl/beasties/hard/weasel#14266","0","Mizan","players/mizan/workroom"
"Tue May 24 20:48:18 2011","players/mizan/opl/beasties/hard/fusion_octotron#14285","0","Mizan","players/mizan/workroom"
"Tue May 24 20:48:22 2011","players/mizan/opl/beasties/hard/fusion_octotron#14308","0","Mizan","players/mizan/workroom"
"Tue May 24 20:48:32 2011","players/mizan/opl/beasties/hard/fusion_octotron#14331","0","Mizan","players/mizan/workroom"
"Tue May 24 20:48:40 2011","players/mizan/opl/beasties/hard/fusion_octotron#14365","1","Mizan","players/mizan/workroom"
"Tue May 24 20:48:52 2011","players/mizan/opl/beasties/hard/fusion_octotron#14384","1","Mizan","players/mizan/workroom"
"Tue May 24 20:49:48 2011","players/mizan/opl/beasties/sea/bigfish#14404","0","Mizan","players/mizan/workroom"
"Tue May 24 20:50:40 2011","players/mizan/opl/beasties/sea/fish#14417","0","Mizan","players/mizan/workroom"
"Tue May 24 20:51:10 2011","players/mizan/opl/beasties/sea/hugefish#14424","0","Mizan","players/mizan/workroom"
"Tue May 24 20:52:14 2011","players/mizan/opl/beasties/sea/octopus#14429","0","Mizan","players/mizan/workroom"
"Tue May 24 21:27:26 2011","players/mizan/opl/beasties/rare/afei#14776","1","Mizan","players/mizan/workroom"
"Tue May 24 21:29:24 2011","players/mizan/opl/beasties/rare/austrian_death_machine#14810","0","Mizan","players/mizan/workroom"
"Tue May 24 21:30:46 2011","players/mizan/opl/beasties/rare/austrian_death_machine#14844","1","Mizan","players/mizan/workroom"
"Tue May 24 21:31:38 2011","players/mizan/opl/beasties/rare/barney#14860","0","Mizan","players/mizan/workroom"
"Tue May 24 21:31:42 2011","players/mizan/opl/beasties/rare/barney#14866","0","Mizan","players/mizan/workroom"
"Tue May 24 21:32:20 2011","players/mizan/opl/beasties/rare/barney#14876","0","Mizan","players/mizan/workroom"
"Tue May 24 21:32:24 2011","players/mizan/opl/beasties/rare/barney#14883","0","Mizan","players/mizan/workroom"
